loss,mae,rmse,val_loss,val_mae,val_rmse,learning_rate
67.7099609375,68.2079086303711,78.99591064453125,48.16212463378906,48.659175872802734,58.61063766479492,0.0010000000474974513
33.95627975463867,34.45203399658203,43.99752426147461,17.1387882232666,17.63030433654785,23.319318771362305,0.0010000000474974513
17.982677459716797,18.476449966430664,24.244760513305664,12.55854606628418,13.049338340759277,17.580842971801758,0.0010000000474974513
16.132064819335938,16.62353515625,21.929752349853516,10.859336853027344,11.350253105163574,16.086462020874023,0.0010000000474974513
15.093249320983887,15.583279609680176,20.699676513671875,11.412762641906738,11.904123306274414,16.471290588378906,0.0010000000474974513
14.652874946594238,15.141777038574219,20.180749893188477,9.842782020568848,10.330294609069824,14.495304107666016,0.0010000000474974513
14.103483200073242,14.591874122619629,19.417829513549805,11.296228408813477,11.785726547241211,17.41940689086914,0.0010000000474974513
13.803763389587402,14.290899276733398,19.140857696533203,10.072687149047852,10.565130233764648,14.00393009185791,0.0010000000474974513
13.617757797241211,14.104578971862793,18.899568557739258,10.485084533691406,10.978090286254883,15.11383056640625,0.0010000000474974513
13.442176818847656,13.927240371704102,18.851131439208984,10.905692100524902,11.39845085144043,15.693955421447754,0.0010000000474974513
13.167437553405762,13.654251098632812,18.379545211791992,9.595044136047363,10.084942817687988,13.559024810791016,0.0010000000474974513
13.04318904876709,13.528964042663574,18.31800079345703,10.08864974975586,10.581823348999023,14.699793815612793,0.0010000000474974513
12.697395324707031,13.186198234558105,17.80896759033203,9.442893981933594,9.93476390838623,13.464360237121582,0.0010000000474974513
12.209468841552734,12.6983003616333,17.077682495117188,10.575582504272461,11.07012939453125,15.48989486694336,0.0010000000474974513
11.970792770385742,12.460575103759766,16.818300247192383,9.81801700592041,10.311509132385254,14.326983451843262,0.0010000000474974513
11.921798706054688,12.409388542175293,16.799970626831055,10.79944133758545,11.293752670288086,14.597123146057129,0.0010000000474974513
11.789587020874023,12.275517463684082,16.568296432495117,10.60254192352295,11.097552299499512,14.884485244750977,0.0010000000474974513
11.552712440490723,12.03774356842041,16.39504051208496,10.47594165802002,10.969204902648926,14.715301513671875,0.0010000000474974513
11.258722305297852,11.741703987121582,15.99378490447998,10.411953926086426,10.906594276428223,14.792881965637207,0.0005000000237487257
11.320262908935547,11.802206039428711,16.042455673217773,9.724921226501465,10.21812915802002,13.625030517578125,0.0005000000237487257
11.198894500732422,11.681631088256836,15.921723365783691,10.387263298034668,10.881112098693848,14.14905834197998,0.0005000000237487257
11.042391777038574,11.523444175720215,15.761688232421875,9.768410682678223,10.25982666015625,13.707320213317871,0.0005000000237487257
10.916769027709961,11.398650169372559,15.593324661254883,10.062542915344238,10.555962562561035,13.922310829162598,0.0005000000237487257
11.114729881286621,11.596414566040039,15.857354164123535,9.792699813842773,10.286090850830078,13.719246864318848,0.0002500000118743628
10.794803619384766,11.275039672851562,15.448762893676758,10.123753547668457,10.618634223937988,14.044647216796875,0.0002500000118743628
