loss,mae,rmse,val_loss,val_mae,val_rmse,learning_rate
29.58584213256836,30.081340789794922,42.645179748535156,15.116344451904297,15.609371185302734,21.568920135498047,0.0010000000474974513
15.14529037475586,15.63748836517334,20.82632827758789,14.551573753356934,15.045342445373535,20.08702278137207,0.0010000000474974513
12.966634750366211,13.457444190979004,18.13618278503418,14.088264465332031,14.579005241394043,20.039398193359375,0.0010000000474974513
11.846631050109863,12.335811614990234,16.85399627685547,14.400618553161621,14.889791488647461,20.54738998413086,0.0010000000474974513
11.390228271484375,11.879232406616211,16.245506286621094,14.118083000183105,14.60774040222168,20.602941513061523,0.0010000000474974513
10.748178482055664,11.23632526397705,15.390299797058105,14.749638557434082,15.243412017822266,19.840486526489258,0.0010000000474974513
10.40488052368164,10.891602516174316,15.070731163024902,14.368358612060547,14.859235763549805,20.612627029418945,0.0010000000474974513
9.989874839782715,10.476876258850098,14.572707176208496,14.33967399597168,14.82613468170166,21.450361251831055,0.0010000000474974513
9.505621910095215,9.991576194763184,13.86553955078125,14.307356834411621,14.796710968017578,20.703523635864258,0.0005000000237487257
9.213336944580078,9.699706077575684,13.577521324157715,14.397133827209473,14.884722709655762,21.540557861328125,0.0005000000237487257
9.070924758911133,9.556699752807617,13.405035018920898,14.066069602966309,14.553030014038086,20.604690551757812,0.0005000000237487257
8.877909660339355,9.36312198638916,13.09523868560791,13.975103378295898,14.460973739624023,20.59818458557129,0.0005000000237487257
8.756656646728516,9.24102783203125,12.966110229492188,13.94163990020752,14.43087100982666,20.518665313720703,0.0005000000237487257
8.685952186584473,9.171487808227539,12.848867416381836,14.047160148620605,14.536772727966309,20.49053955078125,0.0005000000237487257
8.627680778503418,9.113004684448242,12.807676315307617,14.155181884765625,14.644824981689453,20.676658630371094,0.0005000000237487257
8.505268096923828,8.98936653137207,12.6513090133667,13.462151527404785,13.946653366088867,20.231138229370117,0.0005000000237487257
8.286258697509766,8.770262718200684,12.295127868652344,13.854965209960938,14.340725898742676,20.37322425842285,0.0005000000237487257
8.321012496948242,8.80479907989502,12.304518699645996,13.463723182678223,13.948432922363281,20.101116180419922,0.0005000000237487257
8.141097068786621,8.625734329223633,12.044575691223145,13.692601203918457,14.1771240234375,20.294191360473633,0.0005000000237487257
8.148472785949707,8.632336616516113,12.055276870727539,13.32917308807373,13.816227912902832,19.951562881469727,0.0005000000237487257
8.067750930786133,8.551016807556152,11.981122970581055,13.649272918701172,14.132135391235352,20.46042823791504,0.0005000000237487257
7.917503833770752,8.399288177490234,11.801261901855469,13.487276077270508,13.972912788391113,20.06719207763672,0.0005000000237487257
7.945312976837158,8.428089141845703,11.698320388793945,13.430952072143555,13.917136192321777,19.794912338256836,0.0005000000237487257
7.8343658447265625,8.315755844116211,11.5936279296875,13.977639198303223,14.464011192321777,20.828330993652344,0.0005000000237487257
7.677764415740967,8.1602783203125,11.330568313598633,13.671976089477539,14.157464027404785,20.066509246826172,0.0005000000237487257
7.574599266052246,8.056268692016602,11.205409049987793,13.587618827819824,14.073477745056152,19.985910415649414,0.0002500000118743628
7.480009078979492,7.961230754852295,11.033299446105957,13.493269920349121,13.977635383605957,19.89801597595215,0.0002500000118743628
7.493470668792725,7.974589824676514,11.042448997497559,13.589171409606934,14.072284698486328,19.999210357666016,0.0002500000118743628
7.313361644744873,7.794789791107178,10.773100852966309,13.580523490905762,14.063575744628906,20.145076751708984,0.0002500000118743628
7.339529037475586,7.821469783782959,10.818241119384766,13.596395492553711,14.078125,19.996679306030273,0.0002500000118743628
7.186259746551514,7.666579246520996,10.628592491149902,13.682478904724121,14.166488647460938,20.392162322998047,0.0001250000059371814
7.119694232940674,7.599947929382324,10.543732643127441,13.603689193725586,14.085891723632812,19.99814224243164,0.0001250000059371814
