unit,feature,actual_rul,original_prediction,occluded_prediction,signed_effect_on_prediction,absolute_effect_on_prediction
67,sensor_13,77.0,118.3675765991211,121.3841552734375,-3.0165786743164062,3.0165786743164062
67,sensor_15,77.0,118.3675765991211,115.60955047607422,2.758026123046875,2.758026123046875
67,sensor_12,77.0,118.3675765991211,120.39130401611328,-2.0237274169921875,2.0237274169921875
67,sensor_11,77.0,118.3675765991211,116.48534393310547,1.882232666015625,1.882232666015625
67,sensor_20,77.0,118.3675765991211,120.2278060913086,-1.8602294921875,1.8602294921875
67,sensor_8,77.0,118.3675765991211,119.92337799072266,-1.5558013916015625,1.5558013916015625
67,sensor_21,77.0,118.3675765991211,119.8248062133789,-1.4572296142578125,1.4572296142578125
67,sensor_9,77.0,118.3675765991211,116.94276428222656,1.4248123168945312,1.4248123168945312
67,sensor_7,77.0,118.3675765991211,117.09780883789062,1.2697677612304688,1.2697677612304688
67,sensor_4,77.0,118.3675765991211,119.32943725585938,-0.9618606567382812,0.9618606567382812
67,sensor_14,77.0,118.3675765991211,117.85519409179688,0.5123825073242188,0.5123825073242188
67,sensor_17,77.0,118.3675765991211,118.87096405029297,-0.503387451171875,0.503387451171875
67,sensor_2,77.0,118.3675765991211,118.81070709228516,-0.4431304931640625,0.4431304931640625
67,sensor_3,77.0,118.3675765991211,118.67352294921875,-0.30594635009765625,0.30594635009765625
67,sensor_6,77.0,118.3675765991211,118.6249008178711,-0.25732421875,0.25732421875
67,op_setting_1,77.0,118.3675765991211,118.17628479003906,0.19129180908203125,0.19129180908203125
67,op_setting_2,77.0,118.3675765991211,118.24889373779297,0.118682861328125,0.118682861328125
67,sensor_5,77.0,118.3675765991211,118.3675765991211,0.0,0.0
67,op_setting_3,77.0,118.3675765991211,118.3675765991211,0.0,0.0
67,sensor_1,77.0,118.3675765991211,118.3675765991211,0.0,0.0
67,sensor_10,77.0,118.3675765991211,118.3675765991211,0.0,0.0
67,sensor_16,77.0,118.3675765991211,118.3675765991211,0.0,0.0
67,sensor_19,77.0,118.3675765991211,118.3675765991211,0.0,0.0
67,sensor_18,77.0,118.3675765991211,118.3675765991211,0.0,0.0
