unit,feature,actual_rul,original_prediction,occluded_prediction,signed_effect_on_prediction,absolute_effect_on_prediction
25,sensor_20,125.0,104.25821685791016,91.88833618164062,12.369880676269531,12.369880676269531
25,sensor_11,125.0,104.25821685791016,94.1348876953125,10.123329162597656,10.123329162597656
25,sensor_3,125.0,104.25821685791016,112.3298568725586,-8.071640014648438,8.071640014648438
25,sensor_2,125.0,104.25821685791016,112.14318084716797,-7.8849639892578125,7.8849639892578125
25,sensor_7,125.0,104.25821685791016,97.69361114501953,6.564605712890625,6.564605712890625
25,sensor_12,125.0,104.25821685791016,98.50414276123047,5.7540740966796875,5.7540740966796875
25,sensor_4,125.0,104.25821685791016,109.80431365966797,-5.5460968017578125,5.5460968017578125
25,sensor_15,125.0,104.25821685791016,100.13436126708984,4.1238555908203125,4.1238555908203125
25,sensor_14,125.0,104.25821685791016,106.92640686035156,-2.6681900024414062,2.6681900024414062
25,sensor_8,125.0,104.25821685791016,101.98344421386719,2.2747726440429688,2.2747726440429688
25,sensor_17,125.0,104.25821685791016,102.42748260498047,1.8307342529296875,1.8307342529296875
25,op_setting_2,125.0,104.25821685791016,105.98341369628906,-1.7251968383789062,1.7251968383789062
25,op_setting_1,125.0,104.25821685791016,105.29621887207031,-1.0380020141601562,1.0380020141601562
25,sensor_6,125.0,104.25821685791016,105.25418853759766,-0.9959716796875,0.9959716796875
25,sensor_21,125.0,104.25821685791016,103.62127685546875,0.6369400024414062,0.6369400024414062
25,sensor_9,125.0,104.25821685791016,103.81682586669922,0.4413909912109375,0.4413909912109375
25,sensor_13,125.0,104.25821685791016,104.63182067871094,-0.37360382080078125,0.37360382080078125
25,sensor_5,125.0,104.25821685791016,104.25821685791016,0.0,0.0
25,op_setting_3,125.0,104.25821685791016,104.25821685791016,0.0,0.0
25,sensor_1,125.0,104.25821685791016,104.25821685791016,0.0,0.0
25,sensor_10,125.0,104.25821685791016,104.25821685791016,0.0,0.0
25,sensor_16,125.0,104.25821685791016,104.25821685791016,0.0,0.0
25,sensor_19,125.0,104.25821685791016,104.25821685791016,0.0,0.0
25,sensor_18,125.0,104.25821685791016,104.25821685791016,0.0,0.0
