unit,feature,actual_rul,original_prediction,occluded_prediction,signed_effect_on_prediction,absolute_effect_on_prediction
25,sensor_2,125.0,89.9319839477539,105.68305206298828,-15.751068115234375,15.751068115234375
25,sensor_21,125.0,89.9319839477539,104.95408630371094,-15.022102355957031,15.022102355957031
25,sensor_4,125.0,89.9319839477539,104.37773895263672,-14.445755004882812,14.445755004882812
25,sensor_3,125.0,89.9319839477539,96.66322326660156,-6.731239318847656,6.731239318847656
25,sensor_20,125.0,89.9319839477539,83.3494644165039,6.58251953125,6.58251953125
25,sensor_17,125.0,89.9319839477539,96.44711303710938,-6.515129089355469,6.515129089355469
25,sensor_13,125.0,89.9319839477539,95.02156829833984,-5.0895843505859375,5.0895843505859375
25,sensor_12,125.0,89.9319839477539,85.17959594726562,4.752388000488281,4.752388000488281
25,op_setting_1,125.0,89.9319839477539,93.51968383789062,-3.5876998901367188,3.5876998901367188
25,sensor_15,125.0,89.9319839477539,92.48089599609375,-2.5489120483398438,2.5489120483398438
25,sensor_11,125.0,89.9319839477539,87.43057250976562,2.5014114379882812,2.5014114379882812
25,sensor_9,125.0,89.9319839477539,92.12911987304688,-2.1971359252929688,2.1971359252929688
25,sensor_8,125.0,89.9319839477539,92.10380554199219,-2.1718215942382812,2.1718215942382812
25,sensor_6,125.0,89.9319839477539,87.91384887695312,2.0181350708007812,2.0181350708007812
25,sensor_14,125.0,89.9319839477539,88.08731079101562,1.8446731567382812,1.8446731567382812
25,sensor_7,125.0,89.9319839477539,91.57284545898438,-1.6408615112304688,1.6408615112304688
25,op_setting_2,125.0,89.9319839477539,91.14689636230469,-1.2149124145507812,1.2149124145507812
25,sensor_5,125.0,89.9319839477539,89.9319839477539,0.0,0.0
25,op_setting_3,125.0,89.9319839477539,89.9319839477539,0.0,0.0
25,sensor_1,125.0,89.9319839477539,89.9319839477539,0.0,0.0
25,sensor_10,125.0,89.9319839477539,89.9319839477539,0.0,0.0
25,sensor_16,125.0,89.9319839477539,89.9319839477539,0.0,0.0
25,sensor_19,125.0,89.9319839477539,89.9319839477539,0.0,0.0
25,sensor_18,125.0,89.9319839477539,89.9319839477539,0.0,0.0
