unit,feature,actual_rul,original_prediction,occluded_prediction,signed_effect_on_prediction,absolute_effect_on_prediction
67,sensor_11,77.0,119.47393798828125,118.24278259277344,1.2311553955078125,1.2311553955078125
67,sensor_15,77.0,119.47393798828125,118.65271759033203,0.8212203979492188,0.8212203979492188
67,sensor_13,77.0,119.47393798828125,120.04305267333984,-0.5691146850585938,0.5691146850585938
67,sensor_14,77.0,119.47393798828125,119.0035400390625,0.47039794921875,0.47039794921875
67,sensor_21,77.0,119.47393798828125,119.71952056884766,-0.24558258056640625,0.24558258056640625
67,sensor_4,77.0,119.47393798828125,119.71572875976562,-0.241790771484375,0.241790771484375
67,sensor_17,77.0,119.47393798828125,119.2628173828125,0.21112060546875,0.21112060546875
67,sensor_3,77.0,119.47393798828125,119.68487548828125,-0.2109375,0.2109375
67,sensor_8,77.0,119.47393798828125,119.68455505371094,-0.2106170654296875,0.2106170654296875
67,op_setting_1,77.0,119.47393798828125,119.6726303100586,-0.19869232177734375,0.19869232177734375
67,op_setting_2,77.0,119.47393798828125,119.29415893554688,0.179779052734375,0.179779052734375
67,sensor_12,77.0,119.47393798828125,119.65167236328125,-0.177734375,0.177734375
67,sensor_2,77.0,119.47393798828125,119.31369018554688,0.160247802734375,0.160247802734375
67,sensor_7,77.0,119.47393798828125,119.34239959716797,0.13153839111328125,0.13153839111328125
67,sensor_20,77.0,119.47393798828125,119.6046371459961,-0.13069915771484375,0.13069915771484375
67,sensor_6,77.0,119.47393798828125,119.36087036132812,0.113067626953125,0.113067626953125
67,sensor_9,77.0,119.47393798828125,119.56072235107422,-0.08678436279296875,0.08678436279296875
67,sensor_5,77.0,119.47393798828125,119.47393798828125,0.0,0.0
67,op_setting_3,77.0,119.47393798828125,119.47393798828125,0.0,0.0
67,sensor_1,77.0,119.47393798828125,119.47393798828125,0.0,0.0
67,sensor_10,77.0,119.47393798828125,119.47393798828125,0.0,0.0
67,sensor_16,77.0,119.47393798828125,119.47393798828125,0.0,0.0
67,sensor_19,77.0,119.47393798828125,119.47393798828125,0.0,0.0
67,sensor_18,77.0,119.47393798828125,119.47393798828125,0.0,0.0
