unit,feature,actual_rul,original_prediction,occluded_prediction,signed_effect_on_prediction,absolute_effect_on_prediction
79,sensor_11,63.0,59.267181396484375,100.72471618652344,-41.45753479003906,41.45753479003906
79,sensor_21,63.0,59.267181396484375,82.2922592163086,-23.02507781982422,23.02507781982422
79,sensor_2,63.0,59.267181396484375,77.58255004882812,-18.31536865234375,18.31536865234375
79,sensor_20,63.0,59.267181396484375,72.79830932617188,-13.5311279296875,13.5311279296875
79,sensor_9,63.0,59.267181396484375,70.593994140625,-11.326812744140625,11.326812744140625
79,sensor_14,63.0,59.267181396484375,70.02155303955078,-10.754371643066406,10.754371643066406
79,sensor_13,63.0,59.267181396484375,65.66667175292969,-6.3994903564453125,6.3994903564453125
79,sensor_3,63.0,59.267181396484375,63.640560150146484,-4.373378753662109,4.373378753662109
79,sensor_12,63.0,59.267181396484375,63.62895202636719,-4.3617706298828125,4.3617706298828125
79,sensor_4,63.0,59.267181396484375,63.031402587890625,-3.76422119140625,3.76422119140625
79,sensor_17,63.0,59.267181396484375,55.64487838745117,3.622303009033203,3.622303009033203
79,sensor_15,63.0,59.267181396484375,56.118255615234375,3.14892578125,3.14892578125
79,sensor_6,63.0,59.267181396484375,62.3232421875,-3.056060791015625,3.056060791015625
79,op_setting_2,63.0,59.267181396484375,57.669525146484375,1.59765625,1.59765625
79,op_setting_1,63.0,59.267181396484375,60.35742950439453,-1.0902481079101562,1.0902481079101562
79,sensor_8,63.0,59.267181396484375,60.15010452270508,-0.8829231262207031,0.8829231262207031
79,sensor_7,63.0,59.267181396484375,59.02546310424805,0.24171829223632812,0.24171829223632812
79,sensor_5,63.0,59.267181396484375,59.267181396484375,0.0,0.0
79,op_setting_3,63.0,59.267181396484375,59.267181396484375,0.0,0.0
79,sensor_1,63.0,59.267181396484375,59.267181396484375,0.0,0.0
79,sensor_10,63.0,59.267181396484375,59.267181396484375,0.0,0.0
79,sensor_16,63.0,59.267181396484375,59.267181396484375,0.0,0.0
79,sensor_19,63.0,59.267181396484375,59.267181396484375,0.0,0.0
79,sensor_18,63.0,59.267181396484375,59.267181396484375,0.0,0.0
