unit,feature,initial_mean_scaled,final_mean_scaled,total_change_scaled,linear_slope_scaled,final_window_mean_scaled,final_window_max_abs_scaled,diagnostic_score
67,sensor_6,-1.2963614825539627,0.14185918100972691,1.4382206635636896,0.009404863494128762,-0.09784426291755467,7.04924413680872,3.8588721423548833
67,sensor_12,0.9976967515187948,0.5672856872545985,-0.4304110642641963,-0.007751498672858703,0.6439836756454987,2.0019892348018784,1.473513280064775
67,op_setting_2,0.6696518781975199,0.1225174761389071,-0.5471344020586129,0.0030159361951168514,-0.08265792463307263,1.695528882057419,1.1821321562311473
67,sensor_13,-1.0981109504420492,-0.622592228460565,0.47551872198148426,0.003695789964508771,-0.748464831338042,1.6295730514786821,1.1416172823667687
67,sensor_20,0.7966212631181268,0.42061080681087165,-0.3760104563072551,-0.0028797502596223374,0.6086160349645032,2.0684213359221166,1.0946983084613477
67,op_setting_1,0.37561336198431283,0.8971169494734363,0.5215035874891235,6.903309164051287e-05,-0.01322703219617403,2.0682127248876085,1.0433890851258616
67,sensor_3,-0.41284504485339396,-0.47133129103199717,-0.05848624617860321,0.003915058436667863,-0.4559745671750479,2.7830083397114738,1.028292421673222
67,sensor_21,0.7450728391940784,0.31483842824359337,-0.43023441095048504,-0.0024382031207186997,0.5636560992992897,1.276593138485814,0.9200569140222475
67,sensor_4,-1.0128720653821661,-0.6056807828622189,0.4071912825199472,0.0021316307615068045,-0.7073302642271706,1.4022626360979635,0.9069710948499144
67,sensor_2,-0.262791745072295,-0.5307481544673592,-0.2679564093950642,0.0034380724920868395,-0.6333981222455144,1.5425835511380268,0.8942673716256496
67,sensor_15,-0.8399646661340447,-0.8565016624476156,-0.016536996313570862,0.004863049006799257,-0.5651482381486759,1.8375189598887405,0.816330166761704
67,sensor_17,-0.5225366662187204,-0.7808377466165597,-0.2583010803978393,-0.0004114453829274742,-0.7162624765170997,2.0723431486057566,0.8051880443542017
67,sensor_8,-0.805686175935317,-0.4938382325442177,0.3118479433910993,0.0020249866453942982,-0.7300866745068985,1.3726824366465238,0.7967676177303311
67,sensor_9,-0.09521506749359518,-0.38969136920250474,-0.2944763017089096,-0.003537731739517255,-0.31070795042534477,0.8837497688407032,0.7630549656852932
67,sensor_7,0.9974159380046425,0.8510188311877094,-0.14639710681693308,-0.0010445606909549774,0.711003136719243,2.031204738450181,0.7273175397963267
67,sensor_11,-0.8204688302433004,-0.9177611520763174,-0.09729232183301695,0.002759451783918793,-0.7032191090599336,1.3518345879466669,0.6284125936939993
67,sensor_14,-0.17541030921558648,-0.36249724932974936,-0.18708694011416288,-0.0005810459187598305,-0.18909690542454027,0.7160308594687559,0.40676786929454
67,sensor_5,-3.552713678800501e-15,-3.552713678800501e-15,0.0,1.1818349336685359e-33,-3.552713678800501e-15,3.552713678800501e-15,8.881784197001252e-16
67,sensor_16,-6.938893903907228e-18,-6.938893903907228e-18,0.0,2.308271354821359e-36,-6.938893903907228e-18,6.938893903907228e-18,1.734723475976807e-18
67,sensor_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,op_setting_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,sensor_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,sensor_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,sensor_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
