unit,feature,initial_mean_scaled,final_mean_scaled,total_change_scaled,linear_slope_scaled,final_window_mean_scaled,final_window_max_abs_scaled,diagnostic_score
25,sensor_2,-1.382609575379742,-0.09081972113229247,1.2917898542474495,0.018175506120052778,-0.5120845239622147,1.9425184905333974,2.631668264523279
25,op_setting_2,0.12251747613890714,-0.6981841269490119,-0.8207016030879191,-0.017910900794702603,-0.5044073595532532,1.7240611308089107,2.0935292231411693
25,sensor_6,0.14185918100972691,0.14185918100972691,0.0,0.003512805572099762,-0.09784426291755467,7.04924413680872,1.9274128960908687
25,sensor_15,-1.147232726670252,-0.7658149084699264,0.3814178182003256,0.01045607201291064,-0.6121808782018118,1.7148251162718517,1.3015594818750886
25,op_setting_1,0.2749723187846574,-0.00865243932346238,-0.28362475810811977,0.0028901574597461526,0.16060749696686713,2.75440165579435,1.1080625726647764
25,sensor_17,-0.65168720641764,-0.39338612601980066,0.25830108039783933,0.004591489569599023,-0.6086370263513333,2.0723431486057566,0.9921868773204325
25,sensor_21,0.24952840188146594,0.35192123982208534,0.1023928379406194,-0.004938134366654029,0.7107574016139738,2.194438847953485,0.8830948651617301
25,sensor_11,-0.5136238152315086,-0.8504049292688467,-0.3367811140373381,-0.003369517225044349,-0.7705753318674045,1.4266748355105323,0.8518171324920556
25,sensor_20,0.7745030009824174,0.6749708213716744,-0.09953217961074301,0.005441327786048528,0.5754386417609195,1.7366474038863193,0.7894364365266036
25,sensor_3,-0.7379501562931239,-0.49550996263656766,0.24244019365655622,0.0007497222644985307,-0.673528155148535,1.8485353560756668,0.7398109791069039
25,sensor_13,-0.45476209129257494,-0.2589602645957384,0.19580182669683655,-0.001222167285628314,-0.4454381947831714,1.6295730514786821,0.6606369519910378
25,sensor_4,-0.5678542702783982,-0.5809822952339625,-0.01312802495556431,-0.003097600661560666,-0.8567449889332555,1.8272546304220498,0.6155289136544281
25,sensor_8,-0.3804389804035234,-0.437138606473226,-0.05669962606970258,-0.002408133814600857,-0.6025125158479188,1.514431501827226,0.5484897908127494
25,sensor_12,0.7405329080904635,0.643081346370328,-0.09745156172013547,-0.0005451001320463696,0.65796977941091,1.4741266088175158,0.4916029201306938
25,sensor_7,0.5537200911903014,0.5402065120994962,-0.013513579090805194,0.00013630446416105802,0.6700870222498951,1.6370586816355188,0.4291845593152546
25,sensor_9,-0.7360837383098782,-0.7022337016910989,0.03385003661877928,0.002160790301264577,-0.7120432394565679,1.011638249886414,0.3883167432498179
25,sensor_14,-0.5610632701352717,-0.5982599066063443,-0.03719663647107263,0.0005960315860918424,-0.614540333548444,0.9654801129543197,0.30658014925596916
25,sensor_5,-3.552713678800501e-15,-3.552713678800501e-15,0.0,-1.9668057218339435e-32,-3.552713678800501e-15,3.552713678800501e-15,8.881784197001262e-16
25,sensor_16,-6.938893903907228e-18,-6.938893903907228e-18,0.0,-3.841417425456921e-35,-6.938893903907228e-18,6.938893903907228e-18,1.734723475976809e-18
25,sensor_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,op_setting_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,sensor_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,sensor_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,sensor_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
