unit,feature,initial_mean_scaled,final_mean_scaled,total_change_scaled,linear_slope_scaled,final_window_mean_scaled,final_window_max_abs_scaled,diagnostic_score
79,op_setting_1,0.30241987602092707,-0.5667527697942788,-0.8691726458152058,-0.00826623869940305,-0.39291824063123765,1.9116830743714919,2.173717284348384
79,sensor_20,1.0178038844753536,0.2768421029286785,-0.7409617815466751,-0.008030590923359856,0.3229218157114319,1.8472387145649054,2.005830552523887
79,sensor_4,-1.1287992010066918,-0.30306868219165733,0.8257305188150346,0.007927692663015596,-0.3147874841293925,1.220917884593168,1.923729256264886
79,sensor_8,-0.6072374846862012,0.04480821512955939,0.6520456998157605,0.008774077255135961,-0.030791286297999893,0.8953026061931465,1.7532790768776434
79,sensor_17,-1.2974399074122385,-0.39338612601980066,0.9040537813924379,0.003903851506303979,-0.5871119363181803,1.4265904476111584,1.6510865439256253
79,sensor_12,0.8650543480663069,0.13146064733931617,-0.7335937007269907,-0.00579109358232402,0.27808915455718436,1.3117073392838539,1.6406298937803563
79,sensor_7,1.0086772539136255,0.3555209311920465,-0.6531563227215791,-0.007044717191525831,0.2759409654351392,1.017686306640812,1.6120496185343651
79,sensor_13,-0.5666488494054164,-0.007215058841209143,0.5594337905642073,0.007146872566122411,-0.05849648964282213,0.930280813270243,1.506691250494009
79,op_setting_2,0.5328682776828668,-0.4930087261770321,-1.025877003859899,0.0004142543521701779,-0.02566475775196714,1.7240611308089107,1.4983177217791446
79,sensor_15,-0.4857528741270232,-0.030718749756545326,0.4550341243704779,0.006523549425965972,-0.3723055230725594,1.2187152268644443,1.4120678736831862
79,sensor_3,-0.9392212604608379,-0.41709264932445445,0.5221286111363834,0.005007781236476222,-0.2603669356354283,1.4139516165129702,1.3763946389122481
79,sensor_21,0.4764530697498592,0.2814454486629594,-0.19500762108689979,-0.007033782539659712,0.4193836681829605,1.6142127662900054,1.3019390666253723
79,sensor_2,-0.4467618171942428,-0.27079044386028883,0.17597137333395396,0.006335603000324702,-0.39743650800216,1.5225868041682695,1.1901783744084915
79,sensor_11,-0.7007244341411425,-0.25168294875802,0.4490414853831225,0.004702687425546973,-0.4512569422616262,1.015053473909313,1.173073596415148
79,sensor_9,-0.5833782360352908,-0.9919557847738094,-0.4085775487385186,-0.0014967343496858335,-0.8392819772900069,1.2151188070891614,0.8620306854793922
79,sensor_14,-0.7148167259341155,-0.974862053903991,-0.26004532796987556,-0.00240841614353249,-0.7761120734720005,1.1448407487569754,0.7870971295123684
79,sensor_6,0.14185918100972691,0.14185918100972691,0.0,-0.00016752715941335984,0.1418591810097269,0.14185918100972691,0.05221751119376771
79,sensor_5,-3.552713678800501e-15,-3.552713678800501e-15,0.0,5.853835854051403e-33,-3.552713678800501e-15,3.552713678800501e-15,8.881784197001258e-16
79,sensor_16,-6.938893903907228e-18,-6.938893903907228e-18,0.0,1.1433273152444147e-35,-6.938893903907228e-18,6.938893903907228e-18,1.7347234759768082e-18
79,sensor_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,op_setting_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,sensor_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,sensor_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,sensor_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
